"Season","Name","Team","W","L","SV","G","GS","IP","K/9","BB/9","HR/9","BABIP","LOB%","GB%","HR/FB","ERA","FIP","xFIP","WAR","playerid"
"2005","David Riske","Indians","3","4","1","58","0","72.2","5.94","1.86","1.36",".210","78.5 %","41.9 %","13.3 %","3.10","4.45","4.06","-0.1","402"
"2013","Heath Bell","Diamondbacks","5","2","15","69","0","65.2","9.87","2.19","1.64",".337","82.7 %","43.0 %","18.5 %","4.11","4.10","3.08","-0.1","2080"
"2009","Miguel Batista","Mariners","7","4","1","56","0","71.1","6.56","4.92","0.88",".319","75.3 %","46.7 %","8.8 %","4.04","4.64","4.84","-0.1","46"
"2009","Brian Stokes","Mets","2","4","0","69","0","70.1","5.76","4.86","0.77",".293","76.3 %","43.6 %","7.6 %","3.97","4.63","5.00","-0.1","8653"
"2015","Justin De Fratus","Phillies","0","2","0","61","0","80.0","7.65","3.60","1.01",".335","66.2 %","44.0 %","10.1 %","5.51","4.28","4.46","-0.1","4955"
"2007","Al Reyes","Devil Rays","2","4","26","61","0","60.2","10.38","3.12","1.93",".243","68.8 %","20.3 %","13.5 %","4.90","4.85","4.05","-0.1","1005"
"2003","Felix Heredia","Reds","5","2","1","57","0","72.0","5.13","3.50","1.13",".233","81.6 %","45.1 %","11.7 %","3.00","4.77","4.70","-0.1","1304"
"2015","J.J. Hoover","Reds","8","2","1","67","0","64.1","7.27","4.34","0.98",".215","78.9 %","40.1 %","10.3 %","2.94","4.47","4.62","-0.1","9037"
"2004","Danny Graves","Reds","1","6","41","68","0","68.1","5.27","1.71","1.58",".291","70.5 %","51.9 %","16.7 %","3.95","4.82","4.03","-0.1","326"
"2017","Miguel Castro","Orioles","3","2","0","38","0","63.0","5.00","3.86","1.00",".215","75.5 %","48.9 %","10.9 %","3.29","4.87","5.23","-0.1","15684"
"2003","Steve Kline","Cardinals","5","5","3","78","0","63.2","4.38","4.24","0.71",".249","73.2 %","48.8 %","8.2 %","3.82","4.63","5.01","-0.1","1164"
"2006","Matt Guerrier","Twins","1","0","1","38","0","65.2","4.66","2.88","1.10",".299","82.3 %","46.2 %","9.9 %","3.15","4.65","4.81","-0.1","2061"
"2003","Stephen Randolph","Diamondbacks","8","1","0","50","0","60.0","7.50","6.45","1.05",".254","78.6 %","34.5 %","9.6 %","4.05","5.13","5.39","-0.1","1655"
"2011","Chad Qualls","Padres","6","8","0","77","0","74.1","5.21","2.42","0.85",".280","75.7 %","56.6 %","11.3 %","3.51","3.90","3.72","-0.1","2170"
"2012","Anthony Swarzak","Twins","3","1","0","39","0","73.1","6.14","2.95","1.10",".278","71.6 %","44.3 %","12.5 %","4.05","4.31","4.15","-0.1","7466"
"2013","Kevin Gregg","Cubs","2","6","33","62","0","62.0","8.13","4.65","0.87",".270","77.3 %","36.6 %","8.6 %","3.48","4.10","4.38","-0.1","1793"
"2003","Jim Brower","Giants","5","3","2","46","0","75.2","6.07","3.81","0.95",".269","72.1 %","53.6 %","15.1 %","3.93","4.37","4.01","-0.1","313"
"2005","Jesse Crain","Twins","12","5","1","75","0","79.2","2.82","3.28","0.68",".211","77.4 %","46.8 %","6.5 %","2.71","4.65","5.28","-0.1","4817"
"2013","Josh Roenicke","Twins","3","1","1","63","0","62.0","6.53","5.23","0.87",".294","75.3 %","41.1 %","6.9 %","4.35","4.64","5.30","-0.1","3241"
"2005","J.J. Putz","Mariners","6","5","1","64","0","60.0","6.75","3.45","1.20",".276","78.0 %","54.9 %","15.7 %","3.60","4.50","3.94","-0.1","1795"
"2002","Jeff Farnsworth","Tigers","2","3","0","44","0","70.0","3.60","3.73","0.77",".353","68.5 %","45.3 %","7.5 %","5.79","4.61","5.07","-0.1","465"
"2014","Shawn Tolleson","Rangers","3","1","0","64","0","71.2","8.67","3.52","1.26",".245","87.3 %","40.3 %","12.2 %","2.76","4.23","3.83","-0.1","10481"
"2012","Jared Hughes","Pirates","2","2","2","66","0","75.2","5.95","2.62","0.83",".250","75.4 %","59.6 %","13.0 %","2.85","4.05","3.89","-0.1","9325"
"2015","Evan Scribner","Athletics","2","2","0","54","0","60.0","9.60","0.60","2.10",".286","74.3 %","39.4 %","22.6 %","4.35","4.33","2.83","-0.1","7525"
"2016","Trevor Cahill","Cubs","3","4","0","49","0","60.2","9.35","4.90","1.04",".252","83.8 %","55.8 %","20.0 %","2.97","4.45","3.91","-0.1","6249"
"2005","Mike Wood","Royals","3","4","2","37","0","60.1","5.52","4.33","0.90",".284","68.1 %","52.5 %","10.0 %","4.03","4.73","4.81","-0.1","1806"
"2014","Juan Gutierrez","Giants","1","2","0","61","0","63.2","6.22","2.26","0.99",".266","70.4 %","36.8 %","8.0 %","3.96","4.03","4.29","-0.1","3265"
"2004","Tanyon Sturtze","Yankees","4","2","1","25","0","63.1","7.11","4.26","1.28",".283","65.2 %","40.1 %","11.5 %","5.68","4.98","4.88","-0.1","1230"
"2005","Esteban Yan","Angels","1","1","0","49","0","66.2","6.08","4.05","1.08",".276","70.8 %","45.3 %","10.5 %","4.59","4.58","4.59","-0.2","1236"
"2014","Ross Detwiler","Nationals","2","3","1","47","0","63.0","5.57","3.00","0.71",".309","69.0 %","46.3 %","7.4 %","4.00","4.16","4.47","-0.2","2859"
"2005","Tyler Walker","Giants","6","4","23","67","0","61.2","7.88","3.94","1.31",".317","78.5 %","41.2 %","11.8 %","4.23","4.63","4.43","-0.2","901"
"2010","Eddie Bonine","Tigers","4","0","0","46","0","64.2","3.48","2.92","0.97",".303","75.4 %","47.4 %","8.9 %","4.18","4.83","4.91","-0.2","5890"
"2011","Logan Ondrusek","Reds","5","5","0","66","0","61.1","6.02","4.11","0.88",".257","78.3 %","48.7 %","9.2 %","3.23","4.43","4.49","-0.2","3677"
"2015","George Kontos","Giants","4","4","0","73","0","73.1","5.40","1.47","1.10",".219","86.9 %","42.7 %","11.4 %","2.33","4.02","4.01","-0.2","9486"
"2011","Mike Dunn","Marlins","5","6","0","72","0","63.0","9.71","4.43","1.29",".268","78.4 %","38.5 %","12.2 %","3.43","4.30","3.91","-0.2","9948"
"2003","Steve Reed","Rockies","5","3","0","67","0","63.1","5.54","3.69","1.28",".267","85.8 %","46.1 %","15.3 %","3.27","5.26","4.77","-0.2","1053"
"2009","Sean Green","Mets","1","4","1","79","0","69.2","6.98","4.65","0.65",".278","70.6 %","66.2 %","12.2 %","4.52","4.42","4.26","-0.2","3001"
"2003","Luther Hackman","Padres","2","2","0","65","0","76.2","5.63","4.23","0.82",".286","63.3 %","40.9 %","8.3 %","5.17","4.69","5.10","-0.2","1155"
"2006","Ken Ray","Braves","1","1","5","69","0","67.2","6.65","5.05","1.20",".282","74.4 %","36.9 %","10.0 %","4.52","5.08","5.22","-0.2","1986"
"2002","Rheal Cormier","Phillies","5","6","0","54","0","60.0","7.35","4.80","0.90",".311","66.6 %","55.6 %","15.4 %","5.25","4.43","4.03","-0.2","952"
"2004","J.J. Putz","Mariners","0","3","9","54","0","63.0","6.71","3.43","1.43",".296","74.1 %","52.3 %","15.6 %","4.71","5.00","4.38","-0.2","1795"
"2002","Matt Herges","Expos","2","5","6","62","0","64.2","6.96","3.62","1.39",".333","79.8 %","46.7 %","14.9 %","4.04","4.73","4.15","-0.2","780"
"2006","Fernando Cabrera","Indians","3","3","0","51","0","60.2","10.53","4.75","1.78",".293","72.3 %","33.3 %","18.5 %","5.19","5.01","3.95","-0.2","2105"
"2010","Andy Sonnanstine","Rays","2","0","1","37","0","63.0","6.14","2.43","1.43",".288","75.0 %","44.0 %","12.5 %","4.71","4.87","4.36","-0.2","7667"
"2002","Scott Sullivan","Reds","6","5","1","71","0","78.2","8.92","3.55","1.72",".342","63.9 %","34.1 %","14.9 %","6.06","4.83","4.13","-0.2","357"
"2007","Kyle Farnsworth","Yankees","2","1","0","64","0","60.0","7.20","4.05","1.35",".283","70.7 %","30.3 %","9.4 %","4.80","5.04","5.10","-0.2","278"
"2004","Lance Carter","Devil Rays","3","3","0","56","0","80.1","4.03","2.58","1.34",".246","82.0 %","32.6 %","9.1 %","3.47","4.99","5.38","-0.2","1592"
"2017","Carlos Torres","Brewers","4","4","1","67","0","72.2","6.94","4.09","1.24",".309","77.0 %","45.7 %","13.2 %","4.21","4.89","4.96","-0.2","7624"
"2011","Pedro Beato","Mets","2","1","0","60","0","67.0","5.24","3.63","0.67",".260","59.0 %","47.4 %","6.8 %","4.30","4.22","4.64","-0.2","1330"
"2005","Chris Spurling","Tigers","3","4","0","56","0","70.2","3.31","2.80","1.02",".221","73.5 %","45.2 %","9.2 %","3.44","4.77","5.00","-0.2","1668"
"2010","Tony Pena","White Sox","4","2","0","49","0","81.2","5.18","4.52","0.99",".291","67.6 %","47.9 %","10.0 %","4.85","4.90","4.82","-0.2","4573"
"2004","Jon Adkins","White Sox","2","3","0","50","0","62.0","6.39","2.90","1.89",".321","78.4 %","45.5 %","20.3 %","4.65","5.37","4.11","-0.2","1799"
"2011","Tim Collins","Royals","4","4","0","68","0","67.0","8.06","6.45","0.67",".261","77.9 %","40.6 %","6.6 %","3.63","4.44","4.90","-0.2","3164"
"2012","Josh Roenicke","Rockies","4","2","1","63","0","88.2","5.48","4.36","0.91",".276","76.7 %","50.2 %","11.7 %","3.25","4.72","4.67","-0.2","3241"
"2007","Gary Glover","Devil Rays","6","5","2","67","0","77.1","5.94","3.14","1.40",".309","72.3 %","38.2 %","9.9 %","4.89","5.02","4.97","-0.2","234"
"2003","Trey Hodges","Braves","3","3","0","51","0","61.0","9.30","4.28","1.62",".324","74.2 %","38.7 %","17.7 %","4.87","4.88","4.02","-0.2","1608"
"2009","Jesse Chavez","Pirates","1","4","0","73","0","67.1","6.28","2.94","1.47",".283","77.0 %","39.3 %","12.6 %","4.01","4.85","4.42","-0.2","5448"
"2006","Oscar Villarreal","Braves","8","1","0","54","0","74.1","5.45","2.91","1.33",".270","80.1 %","45.7 %","12.8 %","3.63","5.03","4.73","-0.3","1654"
"2002","Sean Lowe","Pirates","4","1","0","42","0","65.2","7.54","4.25","1.10",".337","73.2 %","49.5 %","15.7 %","4.80","4.61","4.10","-0.3","994"
"2014","Jared Hughes","Pirates","7","5","0","63","0","64.1","5.04","2.66","0.56",".246","78.1 %","64.6 %","12.5 %","1.96","3.99","3.79","-0.3","9325"
"2010","Peter Moylan","Braves","6","2","1","85","0","63.2","7.35","5.23","0.71",".274","80.0 %","67.8 %","13.5 %","2.97","4.30","3.99","-0.3","4891"
"2006","Jose Mesa","Rockies","1","5","1","79","0","72.1","4.85","4.48","1.12",".283","80.9 %","46.1 %","10.6 %","3.86","5.39","5.42","-0.3","961"
"2008","Ryan Franklin","Cardinals","6","6","17","74","0","78.2","5.83","3.43","1.14",".302","81.0 %","42.7 %","10.4 %","3.55","4.75","4.70","-0.3","1076"
"2017","Dustin McGowan","Marlins","8","2","0","63","0","77.2","7.42","3.13","1.51",".286","72.9 %","50.9 %","18.6 %","4.75","4.81","4.23","-0.3","8600"
"2005","Jorge Julio","Orioles","3","5","0","67","0","71.2","7.28","3.01","1.76",".288","63.1 %","40.4 %","14.9 %","5.90","5.03","4.30","-0.3","148"
"2004","Al Levine","Tigers","3","4","0","65","0","70.2","4.08","3.06","1.27",".300","75.5 %","41.9 %","10.3 %","4.58","5.04","5.16","-0.3","20"
"2011","Jamey Wright","Mariners","2","3","1","60","0","68.1","6.32","3.95","0.79",".279","79.9 %","58.2 %","12.5 %","3.16","4.30","4.04","-0.3","715"
"2003","Turk Wendell","Phillies","3","3","1","56","0","64.0","3.80","3.94","0.84",".233","80.4 %","37.4 %","6.7 %","3.38","5.00","5.83","-0.3","975"
"2013","David Hernandez","Diamondbacks","5","6","2","62","0","62.1","9.53","3.47","1.44",".252","70.3 %","31.5 %","12.8 %","4.48","4.36","3.99","-0.3","4259"
"2005","Bob Wickman","Indians","0","4","45","64","0","62.0","5.95","3.05","1.31",".259","93.4 %","50.0 %","16.1 %","2.47","4.65","4.01","-0.3","413"
"2009","Kevin Gregg","Cubs","5","6","23","72","0","68.2","9.31","3.93","1.70",".260","73.5 %","38.0 %","15.3 %","4.72","4.93","4.10","-0.3","1793"
"2003","Mike DeJean","Brewers","4","7","18","58","0","64.2","8.07","3.76","1.67",".303","73.6 %","52.0 %","20.3 %","4.87","4.95","3.87","-0.3","682"
"2007","Geoff Geary","Phillies","3","2","0","57","0","67.1","5.08","3.34","1.07",".296","65.4 %","49.3 %","11.8 %","4.41","5.17","4.89","-0.3","1813"
"2012","Ryan Mattheus","Nationals","5","3","0","66","0","66.1","5.56","2.58","1.09",".253","84.1 %","49.7 %","14.0 %","2.85","4.42","4.12","-0.3","7169"
"2005","Yhency Brazoban","Dodgers","4","10","21","74","0","72.2","7.56","3.96","1.36",".284","66.6 %","39.2 %","13.3 %","5.33","4.84","4.44","-0.3","2150"
"2008","Franquelis Osoria","Pirates","4","3","0","43","0","60.2","4.60","1.78","1.48",".352","67.4 %","49.8 %","16.4 %","6.08","5.04","4.23","-0.3","2860"
"2008","Aaron Heilman","Mets","3","8","3","78","0","76.0","9.47","5.45","1.18",".308","70.7 %","40.8 %","13.5 %","5.21","4.91","4.48","-0.3","1751"
"2017","Warwick Saupold","Tigers","3","2","0","45","0","62.2","6.32","4.45","1.29",".289","73.5 %","43.1 %","12.5 %","4.88","5.39","5.57","-0.3","13211"
"2002","Dave Veres","Cardinals","5","8","4","71","0","82.2","7.40","4.25","1.31",".244","81.1 %","41.7 %","14.8 %","3.48","4.69","4.16","-0.3","1188"
"2014","Daniel Webb","White Sox","6","5","0","57","0","67.2","7.71","5.59","0.80",".282","76.1 %","51.6 %","10.2 %","3.99","4.52","4.45","-0.4","10558"
"2012","Santiago Casilla","Giants","7","6","25","73","0","63.1","7.82","3.13","1.14",".254","81.1 %","55.0 %","14.0 %","2.84","4.14","3.82","-0.4","2873"
"2009","Chad Durbin","Phillies","2","2","2","59","0","69.2","8.01","6.07","1.03",".253","72.9 %","39.5 %","9.8 %","4.39","5.14","5.19","-0.4","1442"
"2008","Josh Rupe","Rangers","3","1","0","46","0","89.1","5.34","4.63","0.81",".309","70.4 %","49.1 %","8.7 %","5.14","4.99","5.18","-0.4","7206"
"2015","Zach Duke","White Sox","3","6","1","71","0","60.2","9.79","4.75","1.34",".262","80.7 %","58.3 %","24.3 %","3.41","4.62","3.59","-0.4","3840"
"2017","Jose Ramirez","Braves","2","3","0","68","0","62.0","8.13","4.21","1.31",".226","79.8 %","46.1 %","12.9 %","3.19","4.88","5.00","-0.4","10171"
"2009","Jamey Wright","Royals","3","5","0","65","0","79.0","6.84","5.01","0.91",".281","64.7 %","59.1 %","14.3 %","4.33","4.83","4.45","-0.4","715"
"2004","Tim Harikkala","Rockies","6","6","0","55","0","62.2","4.31","3.30","1.44",".227","69.2 %","43.6 %","11.6 %","4.74","5.31","5.19","-0.4","1909"
"2009","Brian Bass","Orioles","5","3","0","48","0","86.1","5.63","4.59","1.15",".332","73.8 %","61.4 %","16.2 %","4.90","5.21","4.58","-0.4","2219"
"2008","Chan Ho Park","Dodgers","3","4","2","49","0","70.1","6.27","3.58","1.28",".297","77.2 %","50.7 %","15.2 %","3.84","4.91","4.30","-0.4","1267"
"2006","David Weathers","Reds","4","4","12","67","0","73.2","6.11","4.15","1.47",".227","82.3 %","44.5 %","14.3 %","3.54","5.37","4.86","-0.4","902"
"2006","Julian Tavarez","Red Sox","2","4","1","52","0","65.0","5.54","4.02","1.11",".322","71.9 %","53.7 %","12.5 %","4.71","5.13","4.92","-0.4","541"
"2011","Matt Capps","Twins","4","7","15","69","0","65.2","4.66","1.78","1.37",".263","75.4 %","41.6 %","11.1 %","4.25","4.75","4.49","-0.4","4788"
"2011","Daniel McCutchen","Pirates","5","3","0","73","0","84.2","5.00","3.51","0.74",".293","75.3 %","41.0 %","6.7 %","3.72","4.30","4.78","-0.4","263"
"2006","Jake Woods","Mariners","4","1","1","29","0","63.0","5.71","5.57","1.14",".276","79.1 %","40.9 %","9.8 %","4.00","5.38","5.56","-0.4","2196"
"2003","Joe Beimel","Pirates","1","3","0","69","0","62.1","6.06","4.76","1.01",".326","73.8 %","45.0 %","12.1 %","5.05","4.92","4.82","-0.4","979"
"2004","Jeff Bennett","Brewers","1","5","0","60","0","71.1","5.68","3.28","1.51",".286","70.6 %","43.3 %","15.0 %","4.79","5.15","4.56","-0.4","1903"
"2014","Jeanmar Gomez","Pirates","2","2","1","44","0","62.0","5.52","3.34","0.87",".318","82.0 %","46.8 %","10.5 %","3.19","4.37","4.25","-0.4","9033"
"2011","Chad Durbin","Indians","2","2","0","56","0","68.1","7.77","3.42","1.58",".339","71.3 %","40.2 %","13.0 %","5.53","4.85","4.26","-0.4","1442"
"2009","Jensen Lewis","Indians","2","4","1","47","0","66.1","8.41","3.93","1.76",".274","74.9 %","36.8 %","14.8 %","4.61","5.18","4.37","-0.4","3384"
"2003","Jorge Julio","Orioles","0","7","36","64","0","61.2","7.59","4.96","1.46",".286","73.2 %","43.1 %","14.7 %","4.38","5.20","4.70","-0.4","148"
"2002","Al Levine","Angels","4","4","5","52","0","63.2","5.65","4.81","1.13",".262","72.3 %","44.4 %","11.4 %","4.24","5.04","4.92","-0.4","20"
"2014","J.J. Hoover","Reds","1","10","0","54","0","62.2","10.77","4.45","1.87",".277","74.5 %","28.5 %","14.9 %","4.88","4.97","3.99","-0.4","9037"
"2003","Ricky Stone","Astros","6","4","1","65","0","83.0","5.10","3.36","1.19",".255","78.9 %","56.6 %","16.4 %","3.69","4.96","4.41","-0.4","576"
"2014","Francisco Rodriguez","Brewers","5","5","44","69","0","68.0","9.66","2.38","1.85",".216","93.0 %","43.9 %","23.3 %","3.04","4.50","2.91","-0.5","1642"
"2012","Brad Brach","Padres","2","4","0","67","0","66.2","10.13","4.46","1.49",".245","81.9 %","35.1 %","14.7 %","3.78","4.56","4.07","-0.5","6627"
"2004","John Riedling","Reds","5","3","0","70","0","77.2","5.33","4.64","1.16",".302","66.7 %","53.4 %","14.5 %","5.10","5.24","4.83","-0.5","1515"
"2002","Corey Thurman","Blue Jays","2","2","0","42","0","65.0","7.20","5.95","1.38",".262","83.3 %","33.2 %","11.1 %","3.88","5.44","5.36","-0.5","1324"
"2002","Rick Bauer","Orioles","6","6","1","55","0","77.2","4.98","4.17","1.16",".272","78.2 %","49.8 %","13.9 %","3.71","5.07","4.68","-0.5","125"
"2003","Luis Vizcaino","Brewers","4","3","0","75","0","62.0","8.85","3.63","2.32",".284","66.6 %","34.6 %","17.4 %","6.39","5.68","4.49","-0.5","714"
"2009","Tim Byrdak","Astros","1","2","0","76","0","61.1","8.51","5.28","1.47",".188","85.9 %","41.6 %","13.9 %","3.23","5.23","4.65","-0.5","1995"
"2006","Brian Meadows","Devil Rays","3","6","8","53","0","69.2","4.52","1.94","1.81",".308","72.6 %","38.1 %","12.4 %","5.17","5.40","5.07","-0.5","998"
"2008","Renyel Pinto","Marlins","2","5","0","67","0","64.2","7.79","5.43","1.25",".244","75.2 %","46.0 %","14.1 %","4.45","5.20","4.70","-0.5","2180"
"2003","Leo Estrella","Brewers","7","3","3","58","0","66.0","3.41","2.86","1.36",".281","78.8 %","52.3 %","15.9 %","4.36","5.33","4.76","-0.5","277"
"2012","Chad Durbin","Braves","4","1","1","76","0","61.0","7.23","4.13","1.33",".251","81.6 %","47.7 %","14.1 %","3.10","4.78","4.41","-0.5","1442"
"2003","J.C. Romero","Twins","2","0","0","73","0","63.0","7.14","6.00","1.00",".311","73.9 %","47.3 %","13.2 %","5.00","5.17","4.96","-0.5","754"
"2011","John Grabow","Cubs","3","1","0","58","0","62.1","5.49","4.04","1.30",".282","68.4 %","38.0 %","10.0 %","4.76","5.08","5.02","-0.5","1848"
"2016","Erasmo Ramirez","Rays","6","11","2","63","0","85.0","6.25","2.75","1.48",".285","79.9 %","52.9 %","16.9 %","4.02","4.92","4.41","-0.6","10314"
"2010","Miguel Batista","Nationals","0","2","2","57","0","77.2","5.68","4.40","1.04",".257","76.0 %","50.6 %","10.7 %","3.94","4.95","4.76","-0.6","46"
"2009","Luis Perdomo","Padres","1","0","0","35","0","60.0","8.25","5.10","1.65",".274","72.8 %","52.3 %","21.2 %","4.80","5.35","4.10","-0.6","5380"
"2002","Giovanni Carrara","Dodgers","6","3","1","62","0","85.2","5.36","3.26","1.47",".245","87.0 %","38.7 %","11.9 %","3.26","5.16","4.94","-0.6","643"
"2006","Roberto Novoa","Cubs","2","1","0","66","0","76.0","6.28","3.79","1.78",".270","72.3 %","42.6 %","15.8 %","4.26","5.82","5.01","-0.6","2217"
"2016","Carlos Villanueva","Padres","2","2","1","51","0","74.0","7.42","1.70","2.07",".319","68.1 %","42.1 %","21.0 %","5.96","5.17","4.01","-0.7","4138"
"2016","Ross Ohlendorf","Reds","5","7","2","64","0","65.2","9.32","4.39","1.92",".265","80.1 %","32.4 %","17.1 %","4.66","5.58","4.89","-0.7","8268"
"2003","Terry Mulholland","Indians","3","3","0","42","0","81.1","3.21","3.54","1.22",".289","72.7 %","44.6 %","10.6 %","4.65","5.44","5.55","-0.7","665"
"2003","Brian Boehringer","Pirates","5","4","0","62","0","62.1","6.79","4.33","1.59",".283","71.1 %","33.2 %","13.1 %","5.49","5.41","5.08","-0.7","984"
"2008","Matt Guerrier","Twins","6","9","1","76","0","76.1","6.96","4.36","1.41",".305","71.0 %","46.7 %","14.0 %","5.19","5.08","4.53","-0.7","2061"
"2003","Rocky Biddle","Expos","5","8","34","73","0","71.2","6.78","5.02","1.26",".277","71.8 %","50.7 %","15.9 %","4.65","5.26","4.73","-0.7","223"
"2002","Scott Cassidy","Blue Jays","1","4","0","58","0","66.0","6.55","4.36","1.64",".219","66.0 %","36.1 %","13.5 %","5.73","5.64","5.15","-0.7","1293"
"2005","Steve Kline","Orioles","2","4","0","67","0","61.0","5.31","4.43","1.62",".257","74.7 %","55.7 %","19.6 %","4.28","5.66","4.58","-0.7","1164"
"2010","Lance Cormier","Rays","4","3","0","60","0","62.0","4.35","4.94","1.02",".293","80.3 %","49.8 %","10.6 %","3.92","5.22","5.06","-0.7","4346"
"2008","Brian Bass","Twins","3","4","1","44","0","68.1","4.21","2.90","1.45",".311","71.6 %","58.9 %","18.3 %","4.87","5.39","4.45","-0.7","2219"
"2002","Jeremy Fikac","Padres","4","7","0","65","0","69.0","8.61","4.43","1.70",".302","65.7 %","39.6 %","16.7 %","5.48","5.11","4.22","-0.7","1031"
"2010","Tony Sipp","Indians","2","2","1","70","0","63.0","9.86","5.57","1.71",".250","81.7 %","30.7 %","14.3 %","4.14","5.32","4.47","-0.8","8280"
"2007","Brian Stokes","Devil Rays","2","7","0","59","0","62.1","5.05","3.61","1.59",".359","67.3 %","48.2 %","13.8 %","7.07","5.76","5.07","-0.8","8653"
"2009","Juan Oviedo","Marlins","4","6","26","75","0","68.2","7.86","3.54","1.70",".243","79.4 %","41.1 %","15.1 %","4.06","5.17","4.35","-0.8","2886"
"2008","Justin Speier","Angels","2","8","0","62","0","68.0","7.41","3.57","1.99",".269","75.3 %","35.4 %","14.2 %","5.03","5.81","5.00","-0.9","451"
"2015","Alexi Ogando","Red Sox","3","1","0","64","0","65.1","7.30","3.86","1.65",".260","83.3 %","42.1 %","16.9 %","3.99","5.32","4.54","-0.9","10261"
